term,freq,source,length,is_onechar,is_english,is_number,is_special,is_punctuation
美妝圈,1,both,3,False,False,False,False,False
綜合盤,1,desc,3,False,False,False,False,False
一體盤,1,desc,3,False,False,False,False,False
柯南大,1,desc,3,False,False,False,False,False
貓紗蘿,1,desc,3,False,False,False,False,False
入小,1,desc,2,False,False,False,False,False
寶可夢大,1,desc,4,False,False,False,False,False
pr-dc003,1,desc,8,False,False,False,False,False
道產,1,both,2,False,False,False,False,False
染唇蜜,1,desc,3,False,False,False,False,False
善,1,both,1,True,False,False,False,False
雪藻,1,desc,2,False,False,False,False,False
單頁,1,both,2,False,False,False,False,False
迎蓋,1,both,2,False,False,False,False,False
高調,1,both,2,False,False,False,False,False
裂護足霜,1,desc,4,False,False,False,False,False
佳易,1,both,2,False,False,False,False,False
lululun山梨,1,desc,9,False,False,False,False,False
極細短筆尖,1,both,5,False,False,False,False,False
久抗暈,1,both,3,False,False,False,False,False
活紅,1,desc,2,False,False,False,False,False
4色組,1,desc,3,False,False,False,False,False
柏詩克萊,1,desc,4,False,False,False,False,False
巧色,1,desc,2,False,False,False,False,False
漆黑色,1,both,3,False,False,False,False,False
koji,1,desc,4,False,True,False,False,False
沉重感,1,both,3,False,False,False,False,False
絲滑柔順好,1,both,5,False,False,False,False,False
高持久,1,both,3,False,False,False,False,False
溫和凡士林,1,desc,5,False,False,False,False,False
巨倫,1,desc,2,False,False,False,False,False
王國篇,1,desc,3,False,False,False,False,False
萃黑,1,desc,2,False,False,False,False,False
昆布棕,1,desc,3,False,False,False,False,False
追劇族,1,both,3,False,False,False,False,False
刻化,1,both,2,False,False,False,False,False
絲滑貼合,1,both,4,False,False,False,False,False
水潤絲滑,1,both,4,False,False,False,False,False
服佔,1,both,2,False,False,False,False,False
試成,1,both,2,False,False,False,False,False
妝抗暈抗汗,1,both,5,False,False,False,False,False
偏黃,1,both,2,False,False,False,False,False
粉嫩櫻,1,both,3,False,False,False,False,False
紋嫩透組,1,desc,4,False,False,False,False,False
艾森絲桃,1,desc,4,False,False,False,False,False
冷調粉,1,both,3,False,False,False,False,False
造山,1,both,2,False,False,False,False,False
撫平紋路,1,both,4,False,False,False,False,False
橫款,1,desc,2,False,False,False,False,False
viii,1,desc,4,False,True,False,False,False
悶熱潮,1,both,3,False,False,False,False,False
麥類,1,both,2,False,False,False,False,False
橘色調,1,both,3,False,False,False,False,False
不卡色,1,both,3,False,False,False,False,False
學者,1,both,2,False,False,False,False,False
筆觸滑順顯色,1,both,6,False,False,False,False,False
直款,1,desc,2,False,False,False,False,False
滑蛋,1,desc,2,False,False,False,False,False
絨毛立耳,1,desc,4,False,False,False,False,False
心類,1,both,2,False,False,False,False,False
不易起屑,1,both,4,False,False,False,False,False
框檔果,1,both,3,False,False,False,False,False
眉筆芯,1,both,3,False,False,False,False,False
經意,1,both,2,False,False,False,False,False
土色調,1,both,3,False,False,False,False,False
製成會,1,both,3,False,False,False,False,False
舒芙雷鬆,1,both,4,False,False,False,False,False
地山,1,both,2,False,False,False,False,False
認證面,1,both,3,False,False,False,False,False
潤輕乳霜,1,desc,4,False,False,False,False,False
綜合款,1,desc,3,False,False,False,False,False
莫奈假,1,desc,3,False,False,False,False,False
高立,1,both,2,False,False,False,False,False
條刷,1,desc,2,False,False,False,False,False
夜鷹,1,desc,2,False,False,False,False,False
定妝力,1,both,3,False,False,False,False,False
親夫,1,both,2,False,False,False,False,False
琣伯莉維諾納,1,desc,6,False,False,False,False,False
裡體,1,both,2,False,False,False,False,False
方形筆,1,both,3,False,False,False,False,False
容棒,1,desc,2,False,False,False,False,False
早衰,1,both,2,False,False,False,False,False
無縫式,1,both,3,False,False,False,False,False
忘不,1,both,2,False,False,False,False,False
小顏修容餅,1,desc,5,False,False,False,False,False
束袖,1,both,2,False,False,False,False,False
基於,1,both,2,False,False,False,False,False
吸潮,1,both,2,False,False,False,False,False
內網,1,both,2,False,False,False,False,False
動態感,1,both,3,False,False,False,False,False
護龜,1,desc,2,False,False,False,False,False
金蓋,1,both,2,False,False,False,False,False
小乙,1,desc,2,False,False,False,False,False
輕盈澄透,1,both,4,False,False,False,False,False
禮儀,1,both,2,False,False,False,False,False
歐文,1,desc,2,False,False,False,False,False
青鳥,1,desc,2,False,False,False,False,False
行零錢,1,both,3,False,False,False,False,False
黃嫩白,1,both,3,False,False,False,False,False
至於,1,both,2,False,False,False,False,False
河豚,1,desc,2,False,False,False,False,False
附幅,1,both,2,False,False,False,False,False
玩樂性,1,both,3,False,False,False,False,False
無煩惱,1,both,3,False,False,False,False,False
底組,1,desc,2,False,False,False,False,False
光區,1,both,2,False,False,False,False,False
油體,1,both,2,False,False,False,False,False
清迎,1,both,2,False,False,False,False,False
喵星人,1,desc,3,False,False,False,False,False
淘氣貓,1,desc,3,False,False,False,False,False
肌粧感,1,both,3,False,False,False,False,False
肌密蜜粉,1,desc,4,False,False,False,False,False
釣魚盤,1,desc,3,False,False,False,False,False
10g-oc,1,desc,6,False,False,False,False,False
使妝感,1,both,3,False,False,False,False,False
澄透,1,both,2,False,False,False,False,False
粉型,1,both,2,False,False,False,False,False
順髮膏,1,desc,3,False,False,False,False,False
削筆,1,both,2,False,False,False,False,False
服貼款,1,desc,3,False,False,False,False,False
手眉筆,1,desc,3,False,False,False,False,False
藍條,1,desc,2,False,False,False,False,False
靈光,1,desc,2,False,False,False,False,False
痕撫紋,1,both,3,False,False,False,False,False
雲朵枕,1,desc,3,False,False,False,False,False
超輕量化,1,both,4,False,False,False,False,False
老原,1,desc,2,False,False,False,False,False
萃抗,1,desc,2,False,False,False,False,False
幻彩盒,1,desc,3,False,False,False,False,False
高奢金,1,desc,3,False,False,False,False,False
飽水量,1,both,3,False,False,False,False,False
附刷子,1,both,3,False,False,False,False,False
描繒,1,both,2,False,False,False,False,False
細框,1,both,2,False,False,False,False,False
眉身,1,both,2,False,False,False,False,False
一字形,1,both,3,False,False,False,False,False
橢圓芯,1,desc,3,False,False,False,False,False
氣墊盒,1,desc,3,False,False,False,False,False
改戰,1,both,2,False,False,False,False,False
粉盒組,1,both,3,False,False,False,False,False
感醒,1,both,2,False,False,False,False,False
自然粉,1,both,3,False,False,False,False,False
亮彩肌,1,both,3,False,False,False,False,False
凹坑,1,both,2,False,False,False,False,False
透潤原,1,desc,3,False,False,False,False,False
檸檬維,1,both,3,False,False,False,False,False
一飛,1,desc,2,False,False,False,False,False
梅葉,1,both,2,False,False,False,False,False
洗菜,1,both,2,False,False,False,False,False
星機,1,desc,2,False,False,False,False,False
煮菜,1,both,2,False,False,False,False,False
星籃球,1,desc,3,False,False,False,False,False
水式,1,both,2,False,False,False,False,False
顏刷,1,desc,2,False,False,False,False,False
麻吸油,1,desc,3,False,False,False,False,False
德你雅,1,desc,3,False,False,False,False,False
力臂,1,both,2,False,False,False,False,False
五刀刃,1,both,3,False,False,False,False,False
長野,1,desc,2,False,False,False,False,False
臉刷,1,both,2,False,False,False,False,False
角鲨烷,1,both,3,False,False,False,False,False
赤香粉,1,desc,3,False,False,False,False,False
激細眼線,1,desc,4,False,False,False,False,False
titania,1,desc,7,False,True,False,False,False
暈仿真,1,desc,3,False,False,False,False,False
概念性,1,both,3,False,False,False,False,False
服貼順滑,1,both,4,False,False,False,False,False
制定,1,both,2,False,False,False,False,False
軟型,1,both,2,False,False,False,False,False
傷睫,1,both,2,False,False,False,False,False
出妝,1,both,2,False,False,False,False,False
夾合,1,both,2,False,False,False,False,False
假睫毛,1,both,3,False,False,False,False,False
水潤高,1,both,3,False,False,False,False,False
蝴蝶筆,1,desc,3,False,False,False,False,False
現下,1,both,2,False,False,False,False,False
幻變花彩,1,desc,4,False,False,False,False,False
斜眼唇,1,both,3,False,False,False,False,False
鐵軌,1,both,2,False,False,False,False,False
黑紙,1,both,2,False,False,False,False,False
下蛋,1,both,2,False,False,False,False,False
星籃球王,1,desc,4,False,False,False,False,False
白紙,1,both,2,False,False,False,False,False
重潤白,1,desc,3,False,False,False,False,False
r30g-spf50,1,desc,10,False,False,False,False,False
久絨霧,1,both,3,False,False,False,False,False
粧蜜粉,1,desc,3,False,False,False,False,False
配套,1,both,2,False,False,False,False,False
ac16,1,desc,4,False,False,False,False,False
parapen,1,both,7,False,True,False,False,False
柔嫩肌,1,both,3,False,False,False,False,False
晃,1,both,1,True,False,False,False,False
豐禾,1,desc,2,False,False,False,False,False
即便,1,both,2,False,False,False,False,False
正韓花花,1,both,4,False,False,False,False,False
翹麗,1,both,2,False,False,False,False,False
盜刷,1,desc,2,False,False,False,False,False
速乾持久,1,both,4,False,False,False,False,False
英格紫,1,desc,3,False,False,False,False,False
黑持久,1,desc,3,False,False,False,False,False
滋色炫,1,desc,3,False,False,False,False,False
冰綠,1,desc,2,False,False,False,False,False
成癮症,1,both,3,False,False,False,False,False
超濃黑,1,desc,3,False,False,False,False,False
豔黑,1,both,2,False,False,False,False,False
冰橘,1,desc,2,False,False,False,False,False
冰紅,1,desc,2,False,False,False,False,False
下眼皮,1,both,3,False,False,False,False,False
遲疑,1,both,2,False,False,False,False,False
動心,1,both,2,False,False,False,False,False
眼影書,1,desc,3,False,False,False,False,False
側錄,1,both,2,False,False,False,False,False
竊盜,1,both,2,False,False,False,False,False
搖筆,1,both,2,False,False,False,False,False
罩門,1,both,2,False,False,False,False,False
入米色,1,desc,3,False,False,False,False,False
入藍,1,desc,2,False,False,False,False,False
光敏性,1,both,3,False,False,False,False,False
滋色,1,desc,2,False,False,False,False,False
卡瓦,1,both,2,False,False,False,False,False
rhubarb,1,both,7,False,True,False,False,False
童短袖,1,desc,3,False,False,False,False,False
釋色,1,both,2,False,False,False,False,False
方餅熊,1,desc,3,False,False,False,False,False
護膏體,1,both,3,False,False,False,False,False
階擊,1,both,2,False,False,False,False,False
長翹睫,1,both,3,False,False,False,False,False
濃長翹,1,both,3,False,False,False,False,False
翹翹,1,desc,2,False,False,False,False,False
短泳褲,1,both,3,False,False,False,False,False
速乾布,1,both,3,False,False,False,False,False
ｔｏｍ,1,desc,3,False,False,False,False,False
小四腳,1,both,3,False,False,False,False,False
眼白,1,both,2,False,False,False,False,False
夾細,1,desc,2,False,False,False,False,False
色影迷,1,both,3,False,False,False,False,False
綴影,1,desc,2,False,False,False,False,False
細長型,1,desc,3,False,False,False,False,False
夾花紋,1,desc,3,False,False,False,False,False
夕陽棕,1,desc,3,False,False,False,False,False
顯修,1,both,2,False,False,False,False,False
持久易,1,both,3,False,False,False,False,False
黑裙,1,both,2,False,False,False,False,False
繆斯九,1,desc,3,False,False,False,False,False
s-l,1,desc,3,False,False,False,False,False
skinectura,1,both,10,False,True,False,False,False
出油流汗,1,both,4,False,False,False,False,False
貘,1,desc,1,True,False,False,False,False
維肌,1,both,2,False,False,False,False,False
推抹,1,both,2,False,False,False,False,False
水庫級,1,both,3,False,False,False,False,False
bfive,1,desc,5,False,True,False,False,False
削成,1,both,2,False,False,False,False,False
筆類,1,both,2,False,False,False,False,False
峰範,1,desc,2,False,False,False,False,False
安蜜粉,1,both,3,False,False,False,False,False
大美人,1,both,3,False,False,False,False,False
厚托胸款,1,desc,4,False,False,False,False,False
spf25,1,both,5,False,False,False,False,False
光澤肌,1,both,3,False,False,False,False,False
亮澤妝,1,desc,3,False,False,False,False,False
屏護成分,1,both,4,False,False,False,False,False
黴抗菌,1,desc,3,False,False,False,False,False
毛孔清,1,both,3,False,False,False,False,False
粉刺拔膜粉,1,desc,5,False,False,False,False,False
皮垢,1,both,2,False,False,False,False,False
玻尿酸維,1,desc,4,False,False,False,False,False
佈,1,both,1,True,False,False,False,False
結中,1,desc,2,False,False,False,False,False
腰網褲,1,desc,3,False,False,False,False,False
調和油,1,both,3,False,False,False,False,False
底力,1,both,2,False,False,False,False,False
老新標,1,both,3,False,False,False,False,False
化完,1,both,2,False,False,False,False,False
光澤油劑,1,both,4,False,False,False,False,False
勻飾,1,both,2,False,False,False,False,False
面狀,1,both,2,False,False,False,False,False
棒橫,1,both,2,False,False,False,False,False
結晶體,1,both,3,False,False,False,False,False
童學,1,desc,2,False,False,False,False,False
遮瑕法,1,both,3,False,False,False,False,False
無微不緻,1,desc,4,False,False,False,False,False
荳印,1,both,2,False,False,False,False,False
不穩,1,both,2,False,False,False,False,False
霧面妝,1,both,3,False,False,False,False,False
隱飾,1,both,2,False,False,False,False,False
yogurtene,1,both,9,False,True,False,False,False
更改,1,both,2,False,False,False,False,False
熱買,1,both,2,False,False,False,False,False
抹胸,1,desc,2,False,False,False,False,False
橘粉色,1,both,3,False,False,False,False,False
驟,1,both,1,True,False,False,False,False
寬肩短版,1,desc,4,False,False,False,False,False
油瀏海,1,both,3,False,False,False,False,False
雙效妝感,1,both,4,False,False,False,False,False
裸紗質,1,both,3,False,False,False,False,False
歐美系,1,both,3,False,False,False,False,False
萬眾,1,both,2,False,False,False,False,False
疑膠,1,desc,2,False,False,False,False,False
激細筆尖,1,both,4,False,False,False,False,False
光乳霜,1,desc,3,False,False,False,False,False
byebye,1,both,6,False,True,False,False,False
黃磨砂,1,desc,3,False,False,False,False,False
棉頸枕,1,desc,3,False,False,False,False,False
渲光,1,desc,2,False,False,False,False,False
彈潤美唇,1,both,4,False,False,False,False,False
腦勺,1,both,2,False,False,False,False,False
運動神,1,both,3,False,False,False,False,False
汗抗,1,both,2,False,False,False,False,False
可卸,1,both,2,False,False,False,False,False
棕調,1,both,2,False,False,False,False,False
佳不卡,1,both,3,False,False,False,False,False
托扶,1,both,2,False,False,False,False,False
乾洗髮,1,desc,3,False,False,False,False,False
半麻花,1,desc,3,False,False,False,False,False
無害眼妝,1,both,4,False,False,False,False,False
晨露花果,1,desc,4,False,False,False,False,False
亮處,1,both,2,False,False,False,False,False
亮膚粉,1,desc,3,False,False,False,False,False
＂然,1,desc,2,False,False,False,False,False
持久＂澎,1,desc,4,False,False,False,False,False
甜王,1,desc,2,False,False,False,False,False
莓果粉,1,desc,3,False,False,False,False,False
酸囊球,1,both,3,False,False,False,False,False
炭控油,1,desc,3,False,False,False,False,False
蜂糧食,1,both,3,False,False,False,False,False
暈抗汗,1,both,3,False,False,False,False,False
絕魅,1,desc,2,False,False,False,False,False
aql,1,desc,3,False,True,False,False,False
moist,1,both,5,False,True,False,False,False
sk,1,desc,2,False,True,False,False,False
撩凝膠指甲油,1,desc,6,False,False,False,False,False
順好,1,both,2,False,False,False,False,False
超持妝,1,both,3,False,False,False,False,False
久唇釉,1,desc,3,False,False,False,False,False
抗皺緊實眼,1,desc,5,False,False,False,False,False
抗炎鎮靜,1,both,4,False,False,False,False,False
香氛油,1,both,3,False,False,False,False,False
遮蓋唇,1,both,3,False,False,False,False,False
小麥茶,1,both,3,False,False,False,False,False
黏黏,1,both,2,False,False,False,False,False
絲滑慕絲質地,1,both,6,False,False,False,False,False
後佐沙拉,1,both,4,False,False,False,False,False
飄飄帶,1,desc,3,False,False,False,False,False
顯色易,1,both,3,False,False,False,False,False
粘膩感,1,both,3,False,False,False,False,False
柔潤質,1,both,3,False,False,False,False,False
姜根,1,both,2,False,False,False,False,False
纖細筆尖,1,both,4,False,False,False,False,False
微醺心,1,both,3,False,False,False,False,False
嫩桃花色,1,both,4,False,False,False,False,False
隨你,1,both,2,False,False,False,False,False
菊康普,1,desc,3,False,False,False,False,False
持久立挺,1,both,4,False,False,False,False,False
油眼皮,1,both,3,False,False,False,False,False
黑磚,1,desc,2,False,False,False,False,False
澎水,1,both,2,False,False,False,False,False
氣爆,1,both,2,False,False,False,False,False
地纖,1,both,2,False,False,False,False,False
激長纖維,1,both,4,False,False,False,False,False
d.e,1,both,3,False,False,False,False,False
萊卡泳帽,1,desc,4,False,False,False,False,False
絲滑質,1,both,3,False,False,False,False,False
淺至深,1,both,3,False,False,False,False,False
眼簾,1,both,2,False,False,False,False,False
印入,1,both,2,False,False,False,False,False
戀花,1,desc,2,False,False,False,False,False
艾森絲蝶,1,desc,4,False,False,False,False,False
感水,1,both,2,False,False,False,False,False
奢光水,1,desc,3,False,False,False,False,False
光摺,1,both,2,False,False,False,False,False
細閃杏,1,both,3,False,False,False,False,False
蠶液筆,1,desc,3,False,False,False,False,False
刀鋒臥,1,desc,3,False,False,False,False,False
冷黑磚,1,both,3,False,False,False,False,False
彩虹熊,1,desc,3,False,False,False,False,False
暹羅,1,desc,2,False,False,False,False,False
ex-1/ex,1,desc,7,False,False,False,False,False
妝造,1,both,2,False,False,False,False,False
總算出,1,both,3,False,False,False,False,False
爾木萄持久,1,desc,5,False,False,False,False,False
精隨,1,both,2,False,False,False,False,False
ets,1,desc,3,False,True,False,False,False
老味道,1,both,3,False,False,False,False,False
統,1,both,1,True,False,False,False,False
戲劇性,1,both,3,False,False,False,False,False
掃上,1,both,2,False,False,False,False,False
川,1,both,1,True,False,False,False,False
綠紫粉,1,desc,3,False,False,False,False,False
家鄉味,1,both,3,False,False,False,False,False
滑啞光,1,both,3,False,False,False,False,False
鮮而不膩,1,both,4,False,False,False,False,False
深遂,1,both,2,False,False,False,False,False
br612,1,desc,5,False,False,False,False,False
魔鏡組,1,desc,3,False,False,False,False,False
不燥,1,both,2,False,False,False,False,False
糖皮筋,1,desc,3,False,False,False,False,False
br620,1,desc,5,False,False,False,False,False
bk999/,1,desc,6,False,False,False,False,False
柔適度,1,both,3,False,False,False,False,False
握筆身,1,both,3,False,False,False,False,False
粗筆身,1,both,3,False,False,False,False,False
絲絨質,1,both,3,False,False,False,False,False
艷壓,1,both,2,False,False,False,False,False
脣釉,1,desc,2,False,False,False,False,False
焦糖歐蕾,1,desc,4,False,False,False,False,False
豔遇,1,desc,2,False,False,False,False,False
墾丁,1,desc,2,False,False,False,False,False
拉鬆,1,both,2,False,False,False,False,False
珍珠寶石,1,desc,4,False,False,False,False,False
高水感,1,desc,3,False,False,False,False,False
mkup24k,1,desc,7,False,False,False,False,False
玩心,1,both,2,False,False,False,False,False
偽妝,1,desc,2,False,False,False,False,False
流死板,1,both,3,False,False,False,False,False
黃黑皮,1,both,3,False,False,False,False,False
模特風,1,both,3,False,False,False,False,False
慵懶感,1,both,3,False,False,False,False,False
紅茶色,1,both,3,False,False,False,False,False
藍管,1,desc,2,False,False,False,False,False
通勤色,1,both,3,False,False,False,False,False
knowns,1,desc,6,False,True,False,False,False
知曉,1,desc,2,False,False,False,False,False
調疊,1,both,2,False,False,False,False,False
微美,1,both,2,False,False,False,False,False
群場,1,both,2,False,False,False,False,False
est.harder,1,desc,10,False,False,False,False,False
脣形,1,both,2,False,False,False,False,False
尼克羅尼,1,desc,4,False,False,False,False,False
老天爺,1,both,3,False,False,False,False,False
考題,1,both,2,False,False,False,False,False
金琥珀,1,desc,3,False,False,False,False,False
戚風亞麻棕,1,desc,5,False,False,False,False,False
酷感,1,desc,2,False,False,False,False,False
金沙棕,1,desc,3,False,False,False,False,False
噗噗,1,both,2,False,False,False,False,False
雙效型,1,desc,3,False,False,False,False,False
翻桌,1,both,2,False,False,False,False,False
夾身,1,both,2,False,False,False,False,False
滑霧,1,both,2,False,False,False,False,False
面款,1,both,2,False,False,False,False,False
強眼,1,both,2,False,False,False,False,False
儘管,1,both,2,False,False,False,False,False
髮髮,1,both,2,False,False,False,False,False
洛神花露,1,desc,4,False,False,False,False,False
基底混,1,both,3,False,False,False,False,False
雙色系,1,desc,3,False,False,False,False,False
乾杯,1,desc,2,False,False,False,False,False
intoyou,1,desc,7,False,True,False,False,False
高水,1,both,2,False,False,False,False,False
凝霧,1,desc,2,False,False,False,False,False
悶唇感,1,both,3,False,False,False,False,False
水霧唇,1,desc,3,False,False,False,False,False
彈性筆,1,both,3,False,False,False,False,False
拆線筆,1,desc,3,False,False,False,False,False
防油型,1,both,3,False,False,False,False,False
前行駛,1,both,3,False,False,False,False,False
長臂,1,both,2,False,False,False,False,False
萌花,1,desc,2,False,False,False,False,False
圓木,1,both,2,False,False,False,False,False
棕灰色,1,both,3,False,False,False,False,False
水眉,1,desc,2,False,False,False,False,False
空色,1,both,2,False,False,False,False,False
吊圓木,1,both,3,False,False,False,False,False
br/gy,1,desc,5,False,False,False,False,False
柔滑質,1,both,3,False,False,False,False,False
眼妝感,1,both,3,False,False,False,False,False
灰棕色,1,both,3,False,False,False,False,False
h00,1,desc,3,False,False,False,False,False
吊鉤,1,both,2,False,False,False,False,False
水嫩潤,1,both,3,False,False,False,False,False
軟布織感,1,desc,4,False,False,False,False,False
蠟眉筆,1,desc,3,False,False,False,False,False
體制,1,both,2,False,False,False,False,False
高科,1,both,2,False,False,False,False,False
持久雙頭眉筆,1,desc,6,False,False,False,False,False
心意手,1,both,3,False,False,False,False,False
麥日,1,desc,2,False,False,False,False,False
演釋,1,both,2,False,False,False,False,False
乙酼,1,both,2,False,False,False,False,False
長瞬,1,desc,2,False,False,False,False,False
修甲器,1,desc,3,False,False,False,False,False
休旅車,1,desc,3,False,False,False,False,False
成分為,1,both,3,False,False,False,False,False
audi,1,desc,4,False,True,False,False,False
唇角,1,both,2,False,False,False,False,False
放射狀,1,both,3,False,False,False,False,False
塵垢,1,both,2,False,False,False,False,False
透煥采,1,desc,3,False,False,False,False,False
滴漏型,1,both,3,False,False,False,False,False
fullstretch,1,both,11,False,True,False,False,False
神力纖,1,desc,3,False,False,False,False,False
正圓形,1,both,3,False,False,False,False,False
雲梯,1,both,2,False,False,False,False,False
etude,1,desc,5,False,True,False,False,False
晴致柔,1,desc,3,False,False,False,False,False
babrea,1,desc,6,False,True,False,False,False
芭貝拉,1,desc,3,False,False,False,False,False
ⅵ,1,desc,1,True,False,False,False,False
完美眼妝,1,both,4,False,False,False,False,False
乾持,1,both,2,False,False,False,False,False
貓眼妝,1,both,3,False,False,False,False,False
混毛,1,both,2,False,False,False,False,False
柑油,1,both,2,False,False,False,False,False
聖葉油,1,both,3,False,False,False,False,False
苦楝,1,both,2,False,False,False,False,False
bm,1,desc,2,False,True,False,False,False
容型,1,both,2,False,False,False,False,False
俱佳,1,both,2,False,False,False,False,False
拔式,1,both,2,False,False,False,False,False
照料,1,both,2,False,False,False,False,False
前網袋,1,both,3,False,False,False,False,False
折傷,1,both,2,False,False,False,False,False
羊毛質,1,both,3,False,False,False,False,False
眉妝品,1,both,3,False,False,False,False,False
蠟狀,1,both,2,False,False,False,False,False
硬毛款,1,both,3,False,False,False,False,False
momo,1,desc,4,False,True,False,False,False
糾睫,1,both,2,False,False,False,False,False
漫威英雄,1,both,4,False,False,False,False,False
門禁卡,1,both,3,False,False,False,False,False
霧面指,1,desc,3,False,False,False,False,False
美甲組,1,desc,3,False,False,False,False,False
簡護理,1,desc,3,False,False,False,False,False
灩色,1,desc,2,False,False,False,False,False
乍看,1,both,2,False,False,False,False,False
主流妝效,1,both,4,False,False,False,False,False
夾彩,1,desc,2,False,False,False,False,False
撩凝膠,1,both,3,False,False,False,False,False
細密齒,1,both,3,False,False,False,False,False
勻勻,1,desc,2,False,False,False,False,False
受不了,1,both,3,False,False,False,False,False
點彩刷,1,desc,3,False,False,False,False,False
和服,1,desc,2,False,False,False,False,False
安適康,1,desc,3,False,False,False,False,False
抓粉力,1,both,3,False,False,False,False,False
粉底刷,1,both,3,False,False,False,False,False
矽膠筆,1,desc,3,False,False,False,False,False
帶出去,1,both,3,False,False,False,False,False
魚艾麗兒,1,both,4,False,False,False,False,False
精緻類,1,both,3,False,False,False,False,False
多次,1,both,2,False,False,False,False,False
厚彈,1,both,2,False,False,False,False,False
扎,1,both,1,True,False,False,False,False
細緻類,1,both,3,False,False,False,False,False
人工毛,1,both,3,False,False,False,False,False
beans,1,desc,5,False,True,False,False,False
沾水濕用,1,both,4,False,False,False,False,False
眼線膠,1,both,3,False,False,False,False,False
寛版,1,both,2,False,False,False,False,False
糖腮紅,1,desc,3,False,False,False,False,False
透明蝶結,1,desc,4,False,False,False,False,False
凈萃,1,desc,2,False,False,False,False,False
小錐,1,both,2,False,False,False,False,False
棉觸感,1,both,3,False,False,False,False,False
久凝膠,1,desc,3,False,False,False,False,False
後愛,1,both,2,False,False,False,False,False
包準,1,both,2,False,False,False,False,False
減齡系,1,desc,3,False,False,False,False,False
機油罐,1,desc,3,False,False,False,False,False
打亮刷,1,both,3,False,False,False,False,False
亮刷,1,both,2,False,False,False,False,False
彎鉤型,1,both,3,False,False,False,False,False
油罐,1,both,2,False,False,False,False,False
臉眉,1,desc,2,False,False,False,False,False
附小車,1,both,3,False,False,False,False,False
雙叉腳鉗,1,desc,4,False,False,False,False,False
j-0514in,1,desc,8,False,False,False,False,False
立體鴨,1,desc,3,False,False,False,False,False
鳥巢,1,both,2,False,False,False,False,False
拋光劑,1,both,3,False,False,False,False,False
虹光,1,desc,2,False,False,False,False,False
酵水潤,1,desc,3,False,False,False,False,False
酗愛情,1,desc,3,False,False,False,False,False
走走,1,both,2,False,False,False,False,False
陸地,1,both,2,False,False,False,False,False
強抗,1,both,2,False,False,False,False,False
霸主巴,1,both,3,False,False,False,False,False
氣噗噗,1,desc,3,False,False,False,False,False
情深,1,desc,2,False,False,False,False,False
金芯,1,desc,2,False,False,False,False,False
拋光磚,1,desc,3,False,False,False,False,False
密磁鐵,1,desc,3,False,False,False,False,False
integrat,1,desc,8,False,True,False,False,False
護甲潤澤,1,desc,4,False,False,False,False,False
硬化劑,1,both,3,False,False,False,False,False
卡翠絲基,1,desc,4,False,False,False,False,False
漆狀,1,both,2,False,False,False,False,False
040多,1,desc,4,False,False,False,False,False
i001-i,1,desc,6,False,False,False,False,False
萃酒,1,desc,2,False,False,False,False,False
尤加利植,1,desc,4,False,False,False,False,False
na09/na10,1,desc,9,False,False,False,False,False
na07/,1,desc,5,False,False,False,False,False
束袋,1,desc,2,False,False,False,False,False
黑駝,1,desc,2,False,False,False,False,False
閨,1,desc,1,True,False,False,False,False
天絲水,1,both,3,False,False,False,False,False
極厚光,1,desc,3,False,False,False,False,False
水凝超膜,1,desc,4,False,False,False,False,False
清洗完,1,both,3,False,False,False,False,False
潤澤指尖,1,both,4,False,False,False,False,False
多處,1,both,2,False,False,False,False,False
電動軌道車,1,desc,5,False,False,False,False,False
油架,1,desc,2,False,False,False,False,False
呵護型,1,both,3,False,False,False,False,False
款人,1,both,2,False,False,False,False,False
轉眉筆,1,both,3,False,False,False,False,False
苗,1,both,1,True,False,False,False,False
化霧,1,both,2,False,False,False,False,False
界限,1,both,2,False,False,False,False,False
純霧,1,both,2,False,False,False,False,False
道路,1,desc,2,False,False,False,False,False
托特子,1,desc,3,False,False,False,False,False
救援車,1,desc,3,False,False,False,False,False
母包,1,desc,2,False,False,False,False,False
色彩感,1,both,3,False,False,False,False,False
染唇潤,1,both,3,False,False,False,False,False
月包,1,desc,2,False,False,False,False,False
轉絨霧,1,both,3,False,False,False,False,False
黑板,1,both,2,False,False,False,False,False
pk322/,1,desc,6,False,False,False,False,False
鎖吻棒,1,desc,3,False,False,False,False,False
小天地,1,both,3,False,False,False,False,False
熱銷色,1,both,3,False,False,False,False,False
嘟翹唇釉,1,both,4,False,False,False,False,False
寶寶組,1,desc,3,False,False,False,False,False
甘油酯,1,both,3,False,False,False,False,False
顯色水,1,both,3,False,False,False,False,False
乏,1,both,1,True,False,False,False,False
奶霜質,1,both,3,False,False,False,False,False
🛒,1,both,1,True,False,False,True,False
角色牌,1,both,3,False,False,False,False,False
dominion,1,both,8,False,True,False,False,False
封白組,1,desc,3,False,False,False,False,False
鑽灑,1,both,2,False,False,False,False,False
神韻,1,both,2,False,False,False,False,False
聚焦感,1,both,3,False,False,False,False,False
伸展台,1,both,3,False,False,False,False,False
親唇,1,desc,2,False,False,False,False,False
亮片類,1,both,3,False,False,False,False,False
點滴,1,desc,2,False,False,False,False,False
惹人愛,1,both,3,False,False,False,False,False
⭐︎,1,both,2,False,False,False,True,False
迷惘,1,both,2,False,False,False,False,False
陳香,1,both,2,False,False,False,False,False
