ShopMemberId,NAPL_1,NAPL_2,NAPL_3
GISWT4QKWzZ77Mq0r6uDhmbB1gAfyd+YC//858hjpsQ=,L,S,A
hRUIzLx6Zm8D3aB332HvhJYglmFYlxXpcZ6A+mkxt+M=,P,S,A
BTjdReOCaIzQGAcT8C8NtHaMf1jAwrHaSEJ5QOT0GWQ=,P,P,A
18c9p3LsI5qi4SqNvRyA5m4JM6k3xjLnMTfZps9P1Og=,A,P,A
yxQW5TyOZTuKzA5a+JCrq9lk8S8V1zzPhQDxP/IMspU=,L,S,A
stSGHcssButNw/19qySpOUENXUx3Dw61Dgw9OKWz1AI=,R,R,A
l31AP8TreaLnWGq2VrzBlz1Dcs17vJewLd2DJiU0Pmw=,R,A,A
y7hh5HNqlsKR5+1y11cz33QWEDujFWIP6INXwd3Fdic=,R,R,A
UoTD9JeKOICqxlFW14U8p32SwqLBAtOJaJ1OWqcnuK0=,S,S,A
f3EVHYGLBnWLmd+ms4zzzDkClKJxhERgZYk2RxwqB3Q=,P,S,A
qYam4NEwh+vftqTnCOKvZT3Qms5+y+NhLQCzWkAuScU=,R,R,A
hNh6a9rK8LXTt7PJ9VIdYJFyAH6WnLwt0Ti+eb4Brlo=,R,R,A
L8DPAA44vJyDAIGD3QjnCESJBwEcLXdZ/3mQDlhGe8Q=,P,A,A
ZpdRkRbcQMKdXXM4fUlb8/ix6GGbqy/U57BCs4TB0BY=,R,R,A
YAN5wGAR24p4+DbusWAQSQD/F+Li3FKPIsCBaLBK97c=,P,S,A
nzK5+6VNWHcd9+psH5odn41FJ4/jcfSTvn2yg65N4lQ=,R,L,A
7R8EEHepOFpQuyI8byfV6K9wmwFbzGZRWui1PU5/0Xg=,R,R,A
zYxPfh1xHVZa+QB5sfzQ6ACcrWptvQhj8t6fRf9GAbA=,P,S,A
73/8T5lmo+Q4ePjhQvhAIWKPsEP4MmT1IU2sDpJC0UI=,P,S,A
avy5MFjjuwVJrZqJUkiGa3YAJR+IrKT1GLlFgydpkls=,R,R,A
IbYW63aVyK/V5giOo1g1eSSNxCja3+H10yJg/gNiioY=,N,S,A
93Fsg/IETGGlU2S/FjHRvAUFM2BWWtMDlhV+pJMgoH4=,R,R,A
U/2WGTOM5ptJ0MQ/vB4mO9lZZP6NjspwVCAzMCtuwOc=,R,L,A
tvlSxKLbADrhx7evosbZLEcsi4XecRnYmXe7JqgLGwU=,R,R,A
cPnQ8p4xH4dyHtfvS0BxazFlOKa7d90SW2ZxcowHoIw=,P,S,A
okLQgUh3v2A+Ta9hPp9IW5YwIbK0QpCRSMuFQqu8R9E=,R,R,A
nO9gBB8NeJcWtqFRSCRKsw+dYDFDUmw9mi+W/UnjzKE=,R,R,A
EpcDtCsoY0vsbjV4VroeQzj3GJHTiaYcFH0/WAMb3QU=,R,R,A
mZ8kdZ3dKsSw3aGvej62sFmyFYUKF3WwPtPhI7TQmNQ=,R,R,A
E4bRRwIQFEMG+d7KwKLn8v5TQyxYxIkpgI83ZZSMhmo=,R,R,A
ozYnVGPbPsLb3aokGX6MKclHU3/QripjAzIKKPAtYHI=,R,N,A
tviuhR+X1yHEoiHFtUL0P3WV3qSOLf8bWAKOJ8xDnvk=,P,S,A
GlhfkqAY+66RgpWxTo1DIqU5WZRFCLFvWhMpqbOlyOw=,L,S,A
mhUj7KI+9VnxYEe25R+mgqe8FJwH6N+7gwQLr6wqkE4=,S,S,A
DslayLu/8HT1Qw1m1/99DqPU6xUGs8yJtUVpdYMH8VA=,R,R,A
swLVR//w28RRat9mGYvNH3KcOmZ48TSHs0eSrg6E8JU=,A,A,A
nFMl3UAzFZ7xyLg6nOztHV8hBpbOan3WmvxPvXCfLr0=,R,R,A
LLuZakfAkxYm2Vm4Iry3IRALR5lWL6kcU2rsNEW3eBE=,R,R,A
jH4T7NF+YBgZnPeRkk1PItwYcXpt6+pHUXzQP+NN/x4=,R,R,A
FjYYmn5FdxL4xMtRsJyEev3T6P/nlvEKWZZcIXaTVHM=,R,R,A
7BZU5pM0EMy3Hlv/4oBwjcKZG6o/imoKW3cythKe8qs=,P,S,A
z/NifAqwBKHMoBHitO7dTh8pE3Z//sZfaDLOslK/w3Q=,P,P,A
VX0IA8Oxxsd3B7m3pwQoVxi8Ihyzdn1M7if2mVOKGiE=,R,R,A
tzxFcpl21VMrBBbSZhh0c2GKOXGmzNNVC2g+OQfiiEQ=,S,S,A
BCQuVUO3H2mJuHX7kMqUsLAbQuF9oM8rRI5eTxTseLc=,R,R,A
UFxxI/6ohl6PD+zl86WK7RYc3siMuMR6c6Y3vWV+toI=,A,A,A
XVOfJ4YQghw4E8IPGicM6phTypKqQFmhPU2FffjVrP8=,A,A,A
/QnDhfYhcUBG7ydKTP7AxWQODxmuRhq1abHdlvm2x4I=,R,R,A
9Y0SbpoLcXmlZ9f7ypz+R7FraXl2C79Hm2vTHV/9syo=,R,R,A
ZcgkGZrL2Kstj2XvTVXhBuWjjwwQoEwmxNSgoJFR08c=,A,P,A
tUtrPfQDLtlhINSjAMQiPs+G9cSJAI5Ry4/Iksv5CDE=,S,P,A
aiI3poTV9IaS4Oue+MWVwd7PDdBLUpN8Fv9MpEX41Qk=,S,S,A
B9N8E4xXRPBCbdR1ZtS3ss8SP8g/Z1O/J4MzJNEHcw8=,R,R,A
XMZm7c0GhGwYpYrxU7RVBkTwN2DGRVCasapinpyh81c=,P,A,A
ooa9GZcdc82Mc0LMX2r9jP3f3VT3oSc3JpVmI5m1mjs=,R,R,A
eDVwZywXOPcG9EvaocPgLM7xjuMMLa8HO2HIGQiydqY=,R,N,A
O7NgVWEVfH/xaTcvmZcFgQ9V9rAPkQ3FwDYgrbyZIrs=,A,S,A
ooKYzt66yGjP0SaQpHQegJySPI5bHnE5gr3MmEnvNVU=,R,R,A
mxhIVnmQYTVY9Zqi4YNdegSdq5kfY9QgAw3NnZX7gS0=,S,S,A
l0TvkoEdne64lRr8UCJSucPiW+Sm6jE73gzfdnEg54o=,R,L,A
qZ0+cBEnUqWnBx9oz99RKvH5L0pEXMHXmPkdGz1QXa0=,A,A,A
xooOaDWc8fNeFYmtgijltN1xvF9oQuDHyr223vez38w=,R,R,A
rtIGSYhRSGX8/t2Wej8OM7DI27po5GY2tlmAPrY8HI8=,R,R,A
vWVrtsgDRQEUA2kPK5kCRHmnRdBIiKq/mhOesgTJ0OA=,R,R,A
4Y+lsxXcLXvtry1t8kp5jDTN8V0pMmz7pW95eWYbRrc=,R,L,A
Pmv8AVkHR5pIixJODo7fJV0JskrJGjuj0lTJjF0bBlc=,R,R,A
RLVCroMJZgq3uxN8tfMUCtJOeGSAAcHTTubIwyu0mDE=,R,R,A
ojo9a/LJQ+cgiEBsJ3+hiFE1cUkXnD2enqiEANUBs6Q=,R,R,A
ELFQTyGdzwedctnq/srzLW+xbgtoihcDc7oJ63izb0k=,R,R,A
1qUNsoDnoDHrRgK/FM2yLGi9YpfLumLYnuoLjSo2pMc=,R,R,A
tXAroOYGbQsqsUvrp1avhAwy7EdlZfiDkUXJhy+t+54=,R,R,A
b1gH4gDxlLB30JxsKIDM5nfAJecc+wQRPb0ojlFX8UI=,R,R,A
hkgVN+IRLy3eDDqUvszPDRo9Lb0dnz5gyOcGMfGUofo=,P,P,A
NZQC5kC+tYMQX6nShKu6ZJaJtmWplbObhJm0eCZ0yx4=,R,R,A
ku4xVIS0lVR20FjussS7ItR5UY36zqBIe3KJKRcWGbA=,R,R,A
jCV8G1UDhLra+Qg8S3Fbvrg+JET2eacUYv+V48doU28=,R,L,A
kl8RnAqPsBQ+NjvElq3JBtI/7YjmFGqC9BZjsatUDkU=,R,R,A
pZ6ylJUN7NSQuO9jtpSPZauU6vTd71FfASMMbsb17Qk=,R,R,A
6rO3Xoi9Oi52usdR+KpfX+tFW25c7EekyegxtkdZg+c=,R,R,A
L7Sx3o4MGXB+Qn/tqkmJZsC+D0U4/GcCVrZB/5/mqMU=,N,S,A
LQNE024jIVMKM1JRsA7BYg4vzQSG1akp4UzArBhuOdk=,S,S,A
hTLdyym6Hvo1fu+JT2qxNJOG+UACiJ0ZVlUfJun6kPc=,R,R,A
mne88oNN5OlUfy+QFr3hWx7k4ZXHuvrOMkzhe0HFZ20=,L,S,A
cFTYu06F4LjmSfwUt4veEZqEdDpG0eapLNr8nAGR/Ys=,R,R,A
TyzYILTkki8FR5x7fFmh7gBApwFXxQTuhMNMVhxhbKI=,S,S,A
9B0cFE2n9mghPu+iOwuyiCV9JANxV5A4HHiajVESXWg=,S,S,A
qvu6wYM3jN+B6stq0ffUikVHS23pND/qRxYeyWzEOqQ=,R,R,A
0AhMkl+rwEpjlKa+WcJ6lUBB3CG3z4ZRXZUDswgUn9g=,S,S,A
Lwl+xy9lM/Zi0tJiCxzEIrWG5PCfJ7DO8Obj5lBtw1Q=,R,R,A
3M3qA1ipBhH7FMiQNEz+n7chqYSiW2lOwYSCZ3cbuh8=,R,R,A
kdZ4G5qPQfcFOAq9vzospmQ0IYeNNgUOsD9Ka8Nco4w=,R,R,A
radxqz/DEhARlIbHonX0P8d7W4w2NL+UHvXUihIBU+Y=,A,P,A
I8ZRtY5t1Y2/yuIWixmQ1/NdqNMMWZ04klB7shNZwTM=,S,S,A
3Apz9vvsaX5ve5tO68GC7/2i07pCECspyIimKrW5UCY=,R,N,A
rSRdngdTyPSzl1+7AKbimRjt8V2TVl+5YYvMHrC2TeI=,R,R,A
mhUj7KI+9VnxYEe25R+mgn1vuAgSm7o2UkQUZ5agPdY=,S,S,A
OBUrIKbpPlcAQHCKlcY9qautxclzsyjFO6dGesIXe9M=,R,R,A
rGlqJ3pY10mfeGXxm9Toi9KDs0sjXTy7+J7Tr0PW1nA=,R,R,A
yyeK+s8ySUNjUB50RWgivj/QSlefKOcmLZEdM/ZTFPE=,R,R,A
YegSibf1g4KOt+4Gkp/haKbUBTn+purhNBoaMl9nuBo=,R,R,A
+MnVV2A0OpYFB+ehcqwMILlOG4ttHIl5/Ghxw5qM5+s=,R,R,A
HNlAGhvZeW/CJHeb5pxBA1aTXzuGBae1FQkQyoMmIQQ=,R,R,A
P+vXc8e4E0YT31KQ8ySpB2SX3yA/boiW1/4o8vX0Mwg=,R,R,A
NBy1Rg3JoD1rqmrwr1O05GUrfj5aQ2lJSZtX6i1ck3s=,R,P,A
4X9NiZeD06Q38ILv1FEkjVY7Lispw+1nKG/KQ4kPlPg=,P,A,A
EuNiRTpb1RIfPI8F+gAkOeNs8ON+Un4aXBqvVvBG6VA=,S,S,A
8Fpnu64PdsXfeBepLoWasSIV4gTNhGvlNixq8UEblNY=,R,S,A
b2hyzdqrdRoprUzt02QRWtVabQ2XlI30Ujil7h1ij2Q=,P,P,A
xvdhkivv/KPY/xf5CxpPWC0EyQMDDYaRhoXtBOdawvQ=,R,R,A
4ld+noC7y53KqCRxh3/ioyY74LOCAEIVycX38lG6QQ0=,R,A,A
8rjJmyPHb3xoBneNcTg2/81gy/I+MA9t/yROS1CsJcw=,A,P,A
ZNtfJigdgE/P9yEuzADxdZjj1Z9OTYO4K/oJ9TCnaKg=,R,R,A
PJ5I3GJC1swgyNLw3PeRwRrV/fOjuDqz7hOqo/kSq8Q=,R,R,A
+AeebsUf8E5+mPegG+NL2EtTfyzdAFdnvFw3fypMLRg=,S,S,A
a99mHBX41VL46ihzPB05fzgIRYp+E0RyGxCakF2sTbw=,R,R,A
qWeUWsu+kr9AGy9v2tMAaeuHWrBnijam5Tk5tz9vb38=,S,S,A
4WvKFNZDj6MmqogIjXtDqElGEpjR5MIcT/pdTpFPQk0=,R,R,A
qWeUWsu+kr9AGy9v2tMAaYLt4AkUOixdAzoS5I20roA=,A,S,A
AuFNsHEsv8T7D+ODKZoaQw6y433fbO5lZDc66U9baEc=,R,L,A
0UPa8TKJyOw7ly+Py/tlOGYgo97uEtcNDRdk2xUZHHw=,P,S,A
W5rEZ7JknVV/X9QLs9QdcFfNhL0CAUI0Rk/ePg4okuE=,R,R,A
EjOSdv874V4IUtWVd56GzBJwlgja5r7WRYzUoxI/VHY=,R,R,A
UkU6Ksla/TLoWZcD3mzJVkFKgnpd8A2XX/MBEVHGXRI=,R,R,A
NTJNGIcGZr0SIRcbBqy98kUnUmCq7ZE8lnRI21p8Luo=,R,R,A
svV6nuaA3KaErKtpeA6/t/D5lS5ril/BZihiII7Ue/A=,R,R,A
5yrs8JCEF2UzDq1a2XCcRCbNHzIy8zsg3UD95838N78=,L,S,A
0lIdtaTgChkQylfj9D34qe0RsL5jK92ihF2UdL+g8bw=,R,R,A
Os8SEEMG0uLfDSmVCF7kotnzfGJ17XDGXmFXEMZnKAQ=,A,P,A
rw6ZDLhPkHIsLIjhxZZBWIKsH6lduM6uzsimX6U396o=,A,A,A
ERHsvKutsDyndb9jaXHeqmTV9fJKkv3fBb2Zuq2N4Sk=,R,R,A
UusKA7Pb3ddhkvzZA5vb61zhBU3vGs+TQIkcRoXuC4E=,R,L,A
V32Fil5tF7aJUE6EnPLxF2pp4PMPbuW6qBzSe0tDw48=,R,R,A
GhltQOWJT024AKF0n4w+G8B0tLkeZRuS5KN1zvEKlMc=,P,P,A
nHmKijls4P2T1Sz2Oq7NgsFz9+5BvQPcN+wTxqMCb0I=,R,R,A
01UNquvl7681IUaNr1C8SprCCyrrnb8vNCAKbXpcrns=,R,S,A
1yg44oRxN8MFFssMokiibDcYE1nfQAESq7RJxQbqnAc=,A,P,A
7UiroqQS+OSbLetWJruKpZ8t6E3tO/gR8Jv4gTpER2o=,R,R,A
MeBfagGH1o3tKpB8oX4WJqZWVwTp+UCckTbHi8rMPUY=,R,R,A
9B0cFE2n9mghPu+iOwuyiH4mP+QKZgJVa4B5tW67X2k=,A,A,A
fVubnxCw3FWGVlweID3kcAbvp/GN/3ckof9KuipYb/8=,P,A,A
fa48+38tZx0wfWCDDs6eOFp5VaMUVvUUVCQ65V1raKc=,R,R,A
B+4BWwiI3rCm9aF0r2/nDnxvsDSbXTeT7ryH3NLJeuo=,P,A,A
SUwCov+JnF9C6AZm1J8vSx/q9Z1g6klwdRZZuiv/pOA=,R,R,A
DHujY2ExkifX8lZnyVUXaKR9dw8sCri3KiC2C58jeuc=,R,R,A
Skp25810KCQVzZdEmC40pbLYtmf4WBddkiGWkLrxmpg=,P,A,A
SE+0Wsk0Fvu3EWlfsegN5zWbzlA/zPuYA7Iqu2SdxnM=,R,A,A
QyttGYYtLk/FylZqd00jM3o2d/w5fCha8BzjLRTiga4=,P,P,A
9Qek1zISUHkDVZyRDLTC46QFpWyQgxQ4s4b+46yZ6xM=,A,P,A
mwRRGdAzo969nv3V1OHbOeA0/tZO7O0oaZfVE1hedpg=,R,R,A
pXj94d90mQ1XiL5vn2NwBnZT9/z0TftdgEYihLNmB+0=,R,R,A
Yk9KZw6WRTO2AXNvqLIQ2nzlC7tGkwBhU2Sh+paAjw4=,R,R,A
bZ+9H6N1vlKbPjOcooCbfxVxKO59Kd1qD/0nd2HOeAI=,P,S,A
4TUD9NoWOX8kfNlNNaywd4bOBVEHfWYxf/4pDA4o7Us=,L,S,A
T1+t3EGC1Te239apIxqld5qVx8o60zdNRSHxqONpRh4=,R,R,A
7/i5SaVSCv03erzhbqKkLfQyZ6Yas516aDfPlhsx4os=,R,N,A
7YWDieFPj3XG/iPg2Pm71bPtKV39BvP7yLJfquoDSdU=,R,N,A
FYdoMj7TSRUUsosyd1hmumjd1ek0rho5q6bg/zkWMDM=,P,S,A
e/wZWXn9y+eRaRsySEPhjggj1wrYb5zLXC3U+rZTQG0=,R,R,A
xDmcN6gp5hBUPAiz0D2sLg7wev6UtoZILXvssgrKDvs=,R,N,A
+CNuh6cGGxHTkQ7zLpEiInG9RKi7RB/Uv6LDCnaTEYQ=,A,A,A
4BcMWofLLEXxzO8i0tV/I5szU4PscHPsLP9n8hqJqIQ=,R,A,A
1K4gxIpMg2ls2yUBAWM96cXT+OHd0JNtFEED/FeyAUc=,S,S,A
QAyfygiBSn0OGEmnUodyFzZYD/I68qixTagb4j3fAOY=,R,R,A
Pmv8AVkHR5pIixJODo7fJc0nbGf+5iRv6CTt5XiyVKw=,R,R,A
y4gPjbS/pGq0gxS/BBlJXFWu95jOahSEpA09xmjY6fM=,S,S,A
kkG05C96RQ1mzsiSBdlHgzofhCAP7ghErm/ZPfu7o1s=,R,S,A
y57G+26Sg7YhDsEaCSiWAxSL2qC2wvX0oqt1pfvoUFo=,R,R,A
AiJRWczLNlq+Kd9TmyKCZH6kaM+jbJVMPdQecSojq+0=,R,R,A
oDUVfxcrkvdUidrZEW/sH/uUelZk+IxATQ8qMcWZPSU=,R,P,A
nYZCvCMSjNpzKqAizawsgRKGNVaIkZJJPv3UY9bJMz0=,R,R,A
mhaCm80RpmPLAmBOFGhyTyP8+evK0eqDbo3zjh2OORc=,N,P,A
bZ+9H6N1vlKbPjOcooCbf54eybgPjPVsV8v/5j3l/zE=,R,R,A
TyzYILTkki8FR5x7fFmh7uytQitGSWT0xJhLFhfABbo=,S,S,A
L2C1hzvfIx8VlLTLPHx+I8TfoYRK0jG7nzzjojwyxZ0=,P,P,A
iDb9e6K2gZ9MP8Yl8mzcpus6F+VHXfCxgkbfzsvu42k=,P,P,A
eNGaE8HJ00lulOjOUhn8xyCh2jTVCZxzj8TwX9Ge+Oc=,R,R,A
y5++fkwbh2ie5PQSPNyD1+Be8v9CTbANheobPKd+jXo=,R,R,A
LI8jkyxX/7tpPh062CUTmgDySTkFO0Bvs/t167eZ2LA=,P,P,A
YW8q4/R1RBdyHejVG+g981Aosl+biAUpSyVz5iAbF6Q=,A,P,A
1E2hBgZ3ngW/uIvd1yGzC+85FlL3e7bTEFt8ONYfuRg=,R,R,A
Q9uWcCk9d3fShj1bMKqG6hooVisTeuiUx+gRLUM/zZY=,R,L,A
7QZ1KJCLqiRpq/FHkUNwjecxg4ZETk/9+qilzJBkBZ8=,R,R,A
iDb9e6K2gZ9MP8Yl8mzcpt7V/rtC5fv1X1y+qeGTn/k=,P,P,A
3GOR19wk9LkpwjLyBVl0SpTp9leVBCAoMbViZyIbcL8=,P,S,A
RqnXP+WF02RfLJwwYhbx+ZT8ZH3FAyPITU/3VjcZTxc=,R,R,A
9j9IQU1mLlkim1kFN8BtPA/9TwTWsQegCzFLfhnG1wI=,R,R,A
dF2be2ue/SHsd3VYrWUZAGlFiUXbVMH0WF8iqKHUO8c=,L,P,A
AVigFrk271enjjrCbuvVZm2GgQGiC74O77b54l7u1Ns=,R,R,A
RfE0pYWZ33RcjUhrYXuvmGj07HzLhC74ikAVT6WisS0=,R,R,A
kZFyONXPtQjPvgS+p3HGKUno49FjpaYluN5U3E4OwQ0=,R,N,A
ZnZSzU4Afey8kSuu9hFPvSSYmv3BXzeylkCR02GPtEc=,R,R,A
fcQHULC3buk4NcYf45r6JSM2mQYY3FDTI1FdvUvwhqU=,L,S,A
QVROkwCPZIrTHzGfZNKfYuxjLhNgticVBsBkoaYhMhU=,A,P,A
YpPhdgFIIyBCz2Gis/wsnhL1igwQlHbvtP8x0bBiBOs=,S,S,A
hI+opzVErIoaK/CdMnDmQCiMF9MTa2eiPUHOEGvudyc=,P,S,A
1f6uLbGNYBqUvy6wr8kQQi1hwizFZiQWWazKCbTdMBg=,L,S,A
Ntrkc89JH7L3YNnVFq18BN0V5Qwfvnk4DhglJtGU5tU=,R,N,A
StbsSsaPOMPE3VQDq/u/uRAcRXzwWNrthDezYUgtQ5I=,S,S,A
2mHejJcWpyUxw1ykjGTtd/uMKSaVTLPvdc8bpNlZyko=,R,R,A
Rw5KUxEgIemDX7UO02UM6r9pTuA2xjZR1NAuc5wMPc4=,P,P,A
FdX+HQO7bz24zmMaWttTE9HgnmtENU+3hvxrq8jf9IE=,R,R,A
AjRp8Kg/Xp92AAl/d5HtMiDQH1Hv3XVJjioLyjxdt6s=,R,R,A
QlQAoHNzmbe8878EvuupEh3bIMKQ6Lq3k787cUEiWr8=,R,R,A
tiPH9Fcokw+yGWhdlKer6VYQ2VKvsFcQAnZ1uRXSItg=,R,R,A
KM+1Z6OHJqm1G+99IWS8Ix6Z/4jSm+jzCRLfX0gCsYw=,R,L,A
q5/AjfOQ2DCcReCgwF+/dT1wlsy5+/sPU3jJRVMWz0g=,A,A,A
clYzGJkbxT+Ndt9H/O5MOmy4P7J1j6c/1Ca4BWZjIXo=,S,S,A
MrXeMOrzuTba2+JLBl00HSACAqt/c6cDylau/UUj/Uk=,R,L,A
SC0oQbe1YQtPV1XlY2ACZrJ77XKBP85JTAEaqjaSRIc=,S,S,A
PfJZfYAuxweWz2za//hEF814UVY/aluTjDV+mua1F0M=,A,P,A
XSUcBWZFcgW2XL4bqwlXJnB8h/ylzcEglwkvPZB0QL8=,R,R,A
drrz+rAnsp5UML68quKEbhsgWc5zUQeZR9m91XJMVe8=,R,R,A
3Jb11gWI1okRwQcYh3rQHuPmZFEvSP0YrJFD9rX0g4c=,R,R,A
saOce/7goMOceWpzi+YHMCOLwumDaWBgevgUhaMovu8=,R,R,A
CfHvSEtiNfSai0Cee5tpwNtMXGST0rX/v5ktmatSptY=,L,S,A
bdVkUMBz+IZr0L8Gz0gL87OhxSBegfHAEHZ5i1rag+8=,R,R,A
2OYGPYlYUtPt0GfqELhn6u7vJK7jJo+UT8EHfap6naY=,L,S,A
s5zdujsbdP+PUa/aeekwCv+UWQMLNbeac787NfprkoU=,A,A,A
vKhD4XKkTthubW2br4VNbCyEsC3+OSZR+GWDDuZkI1E=,R,R,A
nO9gBB8NeJcWtqFRSCRKsx5fUOQkkwbLpd3E0gEhvY8=,N,S,A
zDCfkJvMprEDLgEVOFqXcCGb2DmCNTub8aW1lah0GMM=,A,P,A
dNdWMpDY/zKQEAYYQQ2Jmyhsq90S0Ygf1K+zoX3G06E=,R,R,A
LJwfZ91SXyp9yslhD8ZufEQUef7WD00RmenUzeghJWQ=,A,P,A
lP3gJkQ1JxxYt3VyIuOgRGa+ppEZz2n1eQAN0lf/uwU=,R,R,A
oH9n34WH8tju2kf/r3kgZ6CYJPpNlg8L3ANj9mbS2lc=,R,R,A
zssZpFtfewAA/9s9LgL8L+C8svvsMisG0N/m5B6VSeE=,L,A,A
7XAfqqs1ROLE3KkPSjm0ArLRIqNxaxevTapIRqeJHWM=,R,R,A
iz5AV5U8Le+SfobdEaXHLuftsA7ktXICvNazGoAH7h4=,R,R,A
P+XwM1dW4LYgNEQrLOS5NAegVVogOnGP8riI1O2cxI4=,R,R,A
bRyxZ0jD0lLPinNgnN1hyAgoI2aQjuB68HpAAAHP2nw=,R,R,A
0OS8TuBoDqrmVhgt8BsP9amirGG3W0IYxUDC3TFD1hI=,S,A,A
6qtGeNyr7RV5zzlyfFWqhWE5n66C7FGwFENvpDZEpFw=,R,R,A
ERA5Ygz1ks25Nk1cCgiKr5yakUYGob3ds8WdXUjwjXk=,R,R,A
3RDg+MFfBdscOf3bIV7pRFmJbUAgAqBpw2pL3o9DZNM=,R,R,A
JIvmpyA9VW5mkPwdnIFSuD3abyhRr1RvEvubFN23d54=,R,L,A
osM55KK452xAl1zHc5bFdDeORtnqI5OTGnpe+pKX2Q4=,R,R,A
oL/syhZQwhOwx/E+J4GEzW1DigH7MmYJstuB3SwRgQo=,P,S,A
C41KWZ7Wyo5ggdjPyyNcmhRGzQ4JjpV6W4GGKFVaI+I=,R,R,A
9hKwRjog9Z6uB5CxBvvxyVdXWkTEs/7LgJALUQqSiPY=,R,R,A
YpppcC/vUgI+r5wi+wuH0juqct09DVAB85+WmkZrD8I=,A,A,A
v0pYyuGOlAaDIM9o3qhb2ZsqYLDlezOmOpIyt7/98eo=,S,S,A
QodAwhwMvC9a9jCxKT+mb4lcid9saMzyekR29Zdgo/8=,R,R,A
LxeiQTMfBm4fQ0qHt9NLx1P7eoLGKGWsYXwioFmhwPA=,S,P,A
EsPTBN97H9IqUwO4/0zWq8aSavBQh7LAz5/J0HJBu14=,L,P,A
9xQRoVrr3me2EYXGL+n0Sg9jSI7BGwOvJsZjdR2hAsU=,R,R,A
6qpCcbmcx8CWvFo4pLz23sEB5YTvuyOFMNUz5OiKjxs=,R,R,A
7N7PsiUnTbCf0qbegmrAMjOfm2U7oDd577co8dEsz/c=,R,R,A
SxEVyeKJct54RrReAi8guOdb9ZKTMyRvdKPCL+rrw1s=,R,R,A
maox/G20SbZyu5g3JB4TYUMFoHfP/JD4IG9Vr1O30nc=,S,S,A
EuNiRTpb1RIfPI8F+gAkOejE4FHk7SQ1OUKPecpZB9k=,R,R,A
x0Sjtgv8yihNVEOKrcFU+8Ydiolsqkoa83SZg1WzMFc=,P,A,A
o0ySuXiJ0tdPZQySVRmdEB6ZT1u0ZcWp1fykgNAyhrk=,R,R,A
Iw8eY2Ffp40dOJQiLI8yCLkm0+T8v8aVBeTSfhTxoIw=,R,R,A
47ZQ1RaRJ2sB7wKxTBYhuFu4mDSp3bMeq7t3p1OmEPY=,L,L,A
+alIy2iwGgUDBk6xL5qMUZyCVnLztxCryal/dMQVWV4=,R,R,A
Cun0jpnVIfwa31MdZf3szm7QHBDn60lNolwe77hxXLk=,R,R,A
fvsni+0dP4x0TPeymBk/r1VipVObVb8GTpRYpmlT4m8=,R,R,A
zt0a7nXQpzu3EbbV/WkNTRzuaEavJkimAtyDyAhYJ9o=,A,P,A
d9P+mf9BjPXKuxwJoMRM/fRQz+A/3truXZWolz9ZB58=,R,R,A
SsQwLqD/AHKjRg96DTqnZU4KaxCTIqQsQj1CVLMlH8M=,R,R,A
HVHd/q7cqhC+BELB7TZquNEYNt1AwK0H2BZIerK1eGw=,L,S,A
d3dzyWp7dmBBX9gA+5UJ9piA6SWyfrACMFcaurkMSYE=,R,R,A
o/wyqrL5B3u8lC3SV91ZQiK0qFAAGQ3bjzR+zt35Lbk=,P,A,A
ZQEh8nXe3k+z4DVsqVRW27FP5EuxzQY1fX6bRaYH8ZE=,S,S,A
Da1cqFLQUoyfmbIozzMvjaDy4nTKPwY7xHtm8o8azXU=,L,S,A
tItJ2U+b+dcmH0ij4WUcD31ns1LWpaKzFZxHm0yrH2E=,R,N,A
a5UFly4LwK4b2fXJBF+KTdudMLHzGepBT66rUBEobmI=,R,R,A
m9b4pO79Lm4tp4iLPlPTAjNc/1ghs35SoS8c6RywEqQ=,R,R,A
2vdoDXhw5KpTydYDIERKSx8Xo27ivE/gPOT1vpjRxZA=,R,R,A
BpkH6m6boMdILwFnUK22tQcE+dokE8GHRQnhLFQPxwc=,R,R,A
sx1qN2AME+a2qlkqjcNCgLN/p0d1qqQEgb/8bxEMISM=,R,R,A
y/i0vzhaMNtp10YBXmELj+2hVqT/mjI3E5kuRKr+rzQ=,R,R,A
K8xCB9N2f2sB9Jypy4mHvp3DzBq+0ljjvbw1bTgb+1I=,R,R,A
8nzfzCjmGHwlAmk6db2lnnH5p/fxMzrRpm9HJCw0odk=,A,P,A
QAV9mpbnsXWHhi1i/qA3ZCVwo84mIP8SHF+wr4506yk=,R,A,A
m/pq1ftuOLUTDgwp0OCz2OKKfyn7OdaK1NrkLlk39cQ=,P,P,A
AXUbyTeW00u4bGd26jsUuqgLQhPB8drAcgevW21FicA=,A,P,A
jNF7r/BbFdnOGlyrH3lYcot5KcRgThkTD5dkFUvcU0g=,R,N,A
ooUZQeKnkgEliVsuOydSle6qxA9DixgpAylexatXW/I=,R,R,A
uFaMP8+1RLg2aU9I4XQzk9egjLpiFweQXKw8vYQtNdM=,R,R,A
fcQHULC3buk4NcYf45r6JZzYQhw4S3bUdMTShavfI/Q=,A,P,A
GoKYLhJxfYyUXdAHHheFxlcaizpNhCao1fUGvATiBgE=,P,A,A
CfHvSEtiNfSai0Cee5tpwIt4apKT0LUnBFT7UHA8tGE=,A,A,A
OwD4ElGZTIZ+ouPiPnZnOIAI7ZxhTbLgkeeMr7PpTFA=,L,P,A
